R2_obs,R2_null_mean,R2_null_std,R2_null_p95,R2_null_p99,p_value_one_sided,n_permutations
0.9789286969060367,0.7764878768418892,0.09097735548487193,0.9681226538200911,0.9789286969060367,0.045,1000
