L,channel,gL,gamma,m2_mean,m2_sem,delta_coh_single_layer,delta_coh_layered,delta_sec_layered,delta_cov,active_ell,active_j,n_init,n_input,n,sector_r,teacher_seed,m2_noiseless_mean,m2_baseline,log_decay,lambda_w,gamma_L,D_M,lambda_coh,infidelity,unitarity_loss,purity_loss,diamond_norm_ub,offdiag_state_loss,lambda_coh_typical
3,dephase,0.03,0.01,9.932440952085012e-05,7.6199759044040175e-06,0.0395999999999999,0.1141576191359997,0.0,1.5108934048201682e-16,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,0.1616216585399052,3.995999999999889,0.03,0.1616216585399052,3.995999999999889,0.00666666666666671,0.026400000000000534,0.06179880208750725,0.020000000000000018,0.039599999999999816,3.9959999999992224
3,dephase,0.05,0.016666666666666666,8.901461786309004e-05,6.829028700282211e-06,0.0655555555555569,0.1840558010973968,5.3290705182007506e-15,1.7212346769013724e-16,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,0.2712124134051935,3.995999999999889,0.05,0.2712124134051935,3.995999999999889,0.011111111111111183,0.043703703703704355,0.10094991111491677,0.03333333333333366,0.06555555555555671,3.9959999999992224
3,dephase,0.1,0.03333333333333333,6.722666997396804e-05,5.157499629810775e-06,0.1288888888888896,0.3389707764060371,2.775557561562892e-15,2.008473690546679e-16,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,0.5519429718953646,3.995999999999889,0.1,0.5519429718953646,3.995999999999889,0.022222222222222254,0.0859259259259263,0.1919796672166973,0.06666666666666687,0.12888888888888939,3.9959999999992224
3,dephase,0.2,0.06666666666666667,3.715900978214972e-05,2.8507671028444764e-06,0.2488888888888892,0.5762472208504805,0.0,1.6857176617326432e-16,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,1.1448067491251486,3.995999999999889,0.2,1.1448067491251486,3.995999999999889,0.0444444444444444,0.16592592592592614,0.34694400667288006,0.1333333333333333,0.24888888888888916,3.9959999999992224
3,dephase,0.3,0.09999999999999999,1.95869710879864e-05,1.5026744025030606e-06,0.3600000000000002,0.7378560000000003,5.551115123125786e-16,1.353857105366723e-16,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,1.785148410513442,3.995999999999889,0.3,1.785148410513442,3.995999999999889,0.06666666666666676,0.24000000000000055,0.46998773637806857,0.20000000000000018,0.3600000000000002,3.9959999999992224
3,x_err,0.01,0.0033333333333333335,9.949444022496327e-05,7.633020316862241e-06,0.0263196439921378,0.0764350712247026,0.0761086322150733,0.0129920816256155,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,0.1599112498358756,7.973049945035338,0.01,0.1599112498358756,7.973049945035338,0.0022222222222222365,0.008859259259259677,0.05190417820921857,0.006666666666666599,0.026315422364720703,7.97106191507535
3,x_err,0.03,0.01,7.230142057996347e-05,5.546824542566687e-06,0.0769269610829482,0.2098720866993779,0.2073359843527898,0.037196377329585,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,0.4791692379225983,7.973049945035338,0.03,0.4791692379225983,7.973049945035338,0.00666666666666671,0.026400000000000534,0.14758871148955904,0.020000000000000018,0.07689045978609778,7.97106191507535
3,x_err,0.05,0.016666666666666666,5.258391203722374e-05,4.034135383182452e-06,0.1249334280200231,0.3212386252414827,0.3151599809190016,0.0591539533926027,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,0.7976027971482786,7.973049945035338,0.05,0.7976027971482786,7.973049945035338,0.011111111111111183,0.043703703703704355,0.23337948316986623,0.03333333333333366,0.12483602986494807,7.97106191507535
3,x_err,0.1,0.03333333333333333,2.381953979261371e-05,1.82738770813032e-06,0.2343788842488755,0.5267863898868808,0.5100013508035268,0.1051521369423398,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,1.5895067717720055,7.973049945035338,0.1,1.5895067717720055,7.973049945035338,0.022222222222222254,0.0859259259259263,0.4110416071965578,0.06666666666666687,0.23402667220882095,7.97106191507535
3,x_err,0.2,0.06666666666666667,4.999395376525855e-06,3.835404332018733e-07,0.4138526466825264,0.7486390683915891,0.7169383749237539,0.1657037848739549,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,3.150696034875899,7.973049945035338,0.2,3.150696034875899,7.973049945035338,0.0444444444444444,0.16592592592592592,0.6494597006119502,0.1333333333333333,0.4127028459056689,7.97106191507535
3,x_err,0.3,0.09999999999999999,1.0913379668428995e-06,8.372110867802239e-08,0.5506807271801422,0.8485061093324315,0.8154923849835627,0.1952639812498933,1,0,50,5,8,1,42,0.0001167474453925,0.0001167474453925,4.672608579298719,7.973049945035338,0.3,4.672608579298719,7.973049945035338,0.06666666666666676,0.24000000000000055,0.7882696771146896,0.20000000000000018,0.5485723449828865,7.97106191507535
4,amp_damp,0.01,0.0025,0.0003486470464123,2.8291329434351296e-05,0.0025,0.0099625624609376,0.0099625624609374,5.73748456934819e-17,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.0200250417449719,0.99999999999989,0.01,0.0200250417449719,0.99999999999989,0.0008335940760302307,0.003331250000000452,0.004987500000000214,0.002500782228090914,0.002499999999999933,0.9999999999998899
4,amp_damp,0.03,0.0075,0.0003349090466794,2.717654506943916e-05,0.0075,0.0296641843359373,0.0296641843359373,9.025654603166192e-17,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.0602261313662795,0.99999999999989,0.03,0.0602261313662795,0.99999999999989,0.002502352580478817,0.009981250000000164,0.014887500000000053,0.0075070577414364514,0.007499999999999882,0.9999999999998899
4,amp_damp,0.05,0.0125,0.0003216470628235,2.6100387511010308e-05,0.0125,0.0490702880859372,0.0490702880859372,1.0809600230852083e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.1006302576548075,0.99999999999989,0.05,0.1006302576548075,0.99999999999989,0.0041732180941368435,0.016614583333333766,0.02468750000000003,0.012519654282410642,0.012499999999999956,0.9999999999998899
4,amp_damp,0.1,0.025,0.0002904823043573,2.357149057188346e-05,0.025,0.0963121093750003,0.0963121093750001,1.364210647772177e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.2025424638744268,0.99999999999989,0.1,0.2025424638744268,0.99999999999989,0.008359705697808306,0.03312500000000018,0.04875000000000024,0.02507911709342503,0.024999999999999967,0.9999999999998899
4,amp_damp,0.2,0.05,0.0002359780444669,1.914868536528969e-05,0.0500000000000001,0.1854937500000005,0.1854937500000004,1.7307285496990296e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.4103463551003739,0.99999999999989,0.2,0.4103463551003739,0.99999999999989,0.016773521839701266,0.06583333333333385,0.09500000000000036,0.05032056551910391,0.050000000000000086,0.9999999999998899
4,amp_damp,0.3,0.075,0.0001906411360901,1.54697744907475e-05,0.075,0.2679058593749999,0.2679058593749996,2.018966051629226e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.6236923317576156,0.99999999999989,0.3,0.6236923317576156,0.99999999999989,0.025243598972144343,0.09812500000000035,0.13875,0.07573079691643292,0.07499999999999987,0.9999999999998899
4,depol,0.01,0.0025,0.0003154979658613,2.560141260308765e-05,0.0165394796642953,0.064346885146609,0.05155545379683,7.981531492645883e-17,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.1199328892671344,6.647586339771916,0.01,0.1199328892671344,6.647586339771916,0.0016666666666665941,0.006655555555556192,0.03147288119398543,0.004999999999999893,0.016539479664295115,6.647586339771694
4,depol,0.03,0.0075,0.0002483147493161,2.014976019043044e-05,0.0488658534211349,0.1801084042384908,0.1447537389807186,1.181974292235372e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.3593880319358821,6.647586339771916,0.03,0.3593880319358821,6.647586339771916,0.004999999999999893,0.01990000000000014,0.09150440112242415,0.014999999999999902,0.04886585342113445,6.647586339771694
4,depol,0.05,0.0125,0.0001955482377868,1.5867966393125607e-05,0.0802118366585569,0.2806217384164855,0.2262625547445147,1.400773959050423e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.5982780342909232,6.647586339771916,0.05,0.5982780342909232,6.647586339771916,0.008333333333333304,0.03305555555555584,0.14784404284034308,0.02499999999999991,0.08021183665855644,6.647586339771694
4,depol,0.1,0.025,0.0001078985808331,8.755543255737853e-06,0.1544636469934086,0.4782316666947949,0.388885717738509,1.6525263486601687e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,1.1928934043133428,6.647586339771916,0.1,1.1928934043133428,6.647586339771916,0.016666666666666607,0.0655555555555557,0.2739593347573892,0.050000000000000044,0.1544636469934083,6.647586339771694
4,depol,0.2,0.05,3.32555425996284e-05,2.6985558056078867e-06,0.2866834516201808,0.7183354199465444,0.5951860169600887,1.836671304805951e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,2.369863675942824,6.647586339771916,0.2,2.369863675942824,6.647586339771916,0.03333333333333355,0.12888888888888983,0.4730404064398772,0.10000000000000031,0.2866834516201806,6.647586339771694
4,depol,0.3,0.075,1.0439305493441588e-05,8.471083688213837e-07,0.3996137237499999,0.8424988207388627,0.7122515464576918,1.8343657627592607e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,3.5285070672533387,6.647586339771916,0.3,3.5285070672533387,6.647586339771916,0.04999999999999993,0.18999999999999995,0.6173332988090215,0.1499999999999999,0.3996137237499996,6.647586339771694
4,dephase,0.01,0.0025,0.0003417176424841,2.7729035701092603e-05,0.009975,0.0393069564245633,0.0,9.514050889814284e-17,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.0401003345883355,3.995999999999889,0.01,0.0401003345883355,3.995999999999889,0.0016666666666665941,0.006650000000000489,0.015801983853710358,0.004999999999999893,0.0099749999999999,3.9959999999992224
4,dephase,0.03,0.0075,0.0003151901228629,2.55764323608328e-05,0.0297749999999995,0.1138854984574246,0.0,1.3729361639923947e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.1209091024804533,3.995999999999889,0.03,0.1209091024804533,3.995999999999889,0.004999999999999893,0.019850000000000256,0.04669902062988639,0.014999999999999902,0.02977499999999926,3.9959999999992224
4,dephase,0.05,0.0125,0.0002904823043573,2.357149057188375e-05,0.0493749999999995,0.1833481963377367,0.0,1.6422654164002352e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.2025424638744268,3.995999999999889,0.05,0.2025424638744268,3.995999999999889,0.008333333333333304,0.03291666666666693,0.07666922471367323,0.02499999999999991,0.04937499999999945,3.9959999999992224
4,dephase,0.1,0.025,0.0002359780444669,1.9148685365289813e-05,0.0975000000000003,0.3365795687109388,0.0,1.830260761012727e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.4103463551003739,3.995999999999889,0.1,0.4103463551003739,3.995999999999889,0.016666666666666607,0.06500000000000006,0.14766224199657804,0.050000000000000044,0.09750000000000027,3.9959999999992224
4,dephase,0.2,0.05,0.0001531167953714,1.2424822594546246e-05,0.1900000000000008,0.5695327900000018,2.220446049250313e-15,2.0038516605125406e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.842884125262866,3.995999999999889,0.2,0.842884125262866,3.995999999999889,0.03333333333333355,0.12666666666666737,0.2737614880427142,0.10000000000000031,0.19000000000000067,3.9959999999992224
4,dephase,0.3,0.075,9.692463210629048e-05,7.865050702247839e-06,0.2774999999999996,0.727509474960937,0.0,1.7284433979273244e-16,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,1.3001514359819804,3.995999999999889,0.3,1.3001514359819804,3.995999999999889,0.04999999999999993,0.18500000000000005,0.38050677602534533,0.1499999999999999,0.2774999999999995,3.9959999999992224
4,x_err,0.01,0.0025,0.0003031722421768,2.4601142576148584e-05,0.0198044029525333,0.0763741809060414,0.076048266372962,0.0098010522912051,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.159784023849843,7.973049945035338,0.01,0.159784023849843,7.973049945035338,0.0016666666666665941,0.006650000000000489,0.03919246943771772,0.004999999999999893,0.019802016371192013,7.97106191507535
4,x_err,0.03,0.0075,0.0002205358159021,1.78950389878889e-05,0.0582609066462815,0.2094140593478888,0.206889265258459,0.0283910851823229,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.4780250117868074,7.973049945035338,0.03,0.4780250117868074,7.973049945035338,0.004999999999999893,0.019850000000000367,0.11292506796230416,0.014999999999999902,0.05824006336961764,7.97106191507535
4,x_err,0.05,0.0125,0.0001607190150125,1.304054582585886e-05,0.0952273282896153,0.3201724710513025,0.3141353262596186,0.0456858019628886,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,0.7944275319836377,7.973049945035338,0.05,0.7944275319836377,7.973049945035338,0.008333333333333304,0.03291666666666704,0.18086221510152517,0.02499999999999991,0.09517114755806354,7.97106191507535
4,x_err,0.1,0.025,7.349607566138574e-05,5.961726031661282e-06,0.1814742322387295,0.5240121610742634,0.5074050681952675,0.083661701701963,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,1.576853111447062,7.973049945035338,0.1,1.576853111447062,7.973049945035338,0.016666666666666607,0.06500000000000028,0.3282560435976509,0.050000000000000044,0.1812658507287745,7.97106191507535
4,x_err,0.2,0.05,1.601211678773885e-05,1.2973078329034569e-06,0.3301466302904337,0.7436822871472724,0.7122515464576937,0.1400650505672629,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,3.100739389011248,7.973049945035338,0.2,3.100739389011248,7.973049945035338,0.03333333333333355,0.12666666666666737,0.5463417717941872,0.10000000000000031,0.3294305519060322,7.97106191507535
4,x_err,0.3,0.075,3.712033696040836e-06,3.001079474066312e-07,0.451638925779139,0.8431497217927622,0.8098551319514037,0.1755469833701101,2,0,50,5,8,1,42,0.0003556990911606,0.0003556990911606,4.5625052313983705,7.973049945035338,0.3,4.5625052313983705,7.973049945035338,0.04999999999999993,0.18500000000000005,0.6914492347684646,0.1499999999999999,0.450256125136411,7.97106191507535
5,amp_damp,0.01,0.002,0.0007092664750684,6.926004698655058e-05,0.002,0.0099600799200316,0.0099600799200314,5.288193148434422e-17,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.0200200267067938,0.99999999999989,0.01,0.0200200267067938,0.99999999999989,0.0006668335002085746,0.0026653333333337415,0.003991999999999982,0.0020005005006256127,0.0019999999999999185,0.9999999999998899
5,amp_damp,0.03,0.006,0.0006813462400034,6.653362911617903e-05,0.0060000000000002,0.0296421535277766,0.0296421535277763,8.330324718889044e-17,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.0601807232555998,0.99999999999989,0.03,0.0601807232555998,0.99999999999989,0.002001504516946029,0.00798800000000044,0.011928000000000397,0.0060045135508384195,0.006000000000000061,0.9999999999998899
5,amp_damp,0.05,0.01,0.0006544190990485,6.390418713166965e-05,0.0100000000000001,0.0490099500999999,0.0490099500999998,9.991808845015623e-17,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.1005033585349788,0.99999999999989,0.05,0.1005033585349788,0.99999999999989,0.003337520964460161,0.013300000000000423,0.019800000000000123,0.010012562893380261,0.009999999999999953,0.9999999999998899
5,amp_damp,0.1,0.02,0.000591241318151,5.7734861176933495e-05,0.02,0.0960792031999996,0.0960792031999997,1.2506338973862406e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.2020270731752251,0.99999999999989,0.1,0.2020270731752251,0.99999999999989,0.006683502112944439,0.02653333333333363,0.03919999999999996,0.02005050633883343,0.01999999999999988,0.9999999999998899
5,amp_damp,0.2,0.04,0.0004810789451564,4.697747816510897e-05,0.0400000000000001,0.1846273024000004,0.1846273024000001,1.607571110527141e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.4082199452025286,0.99999999999989,0.2,0.4082199452025286,0.99999999999989,0.013401367628909533,0.0528000000000004,0.07680000000000031,0.04020410288672882,0.04000000000000002,0.9999999999998899
5,amp_damp,0.3,0.06,0.0003897467977751,3.805887134896048e-05,0.0600000000000001,0.2660959776000003,0.2660959776000003,1.857477789005573e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.6187540371808603,0.99999999999989,0.3,0.6187540371808603,0.99999999999989,0.020154676172244756,0.07880000000000031,0.11280000000000032,0.06046402851673416,0.06000000000000005,0.9999999999998899
5,depol,0.01,0.002,0.0006368958413882,6.219367618416097e-05,0.013251858218332,0.0643261764210907,0.0515388354953296,7.23666435263745e-17,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.1276452010871831,6.647586339771916,0.01,0.1276452010871831,6.647586339771916,0.0013333333333331865,0.005326222222222565,0.025257776608730784,0.0039999999999997815,0.013251858218331733,6.647586339771694
5,depol,0.03,0.006,0.0004936449786155,4.820569885295295e-05,0.0392721318860914,0.1799464210518135,0.1446228658303333,1.0978181593353456e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.3824347369322631,6.647586339771916,0.03,0.3824347369322631,6.647586339771916,0.004000000000000115,0.015936000000000727,0.07389298547695516,0.012000000000000233,0.03927213188609116,6.647586339771694
5,depol,0.05,0.01,0.0003828753320846,3.738890331995776e-05,0.0646596858515536,0.2802302569222979,0.2259438207171306,1.3122005957695202e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.6365418964879284,6.647586339771916,0.05,0.6365418964879284,6.647586339771916,0.00666666666666671,0.02648888888888956,0.12012159808481333,0.020000000000000018,0.06465968585155345,6.647586339771694
5,depol,0.1,0.02,0.0002034741470055,1.9869190867768435e-05,0.1254516275478177,0.4771204797802928,0.3879591525398193,1.592830267402071e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,1.2687123739150372,6.647586339771916,0.1,1.2687123739150372,6.647586339771916,0.013333333333333308,0.05262222222222235,0.2259108245154241,0.039999999999999813,0.12545162754781727,6.647586339771694
5,depol,0.2,0.04,5.8284318507665134e-05,5.689985842029874e-06,0.2362673781008343,0.7160452541245544,0.5931309464368453,1.8202586947350632e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,2.518918251095488,6.647586339771916,0.2,2.518918251095488,6.647586339771916,0.026666666666666727,0.10382222222222293,0.4009736602670805,0.08000000000000007,0.23626737810083406,6.647586339771694
5,depol,0.3,0.06,1.7038995652378366e-05,1.6625553571909358e-06,0.3340171553538054,0.8397534718856786,0.7094883938780601,1.864426920631848e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,3.7487467499092055,6.647586339771916,0.3,3.7487467499092055,6.647586339771916,0.040000000000000036,0.1536000000000003,0.5363991829134662,0.1200000000000001,0.3340171553538052,6.647586339771694
5,dephase,0.01,0.002,0.0006792214361548,6.632841465532413e-05,0.0079839999999995,0.0392876264971867,0.0,8.206053959778926e-17,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.0633041335985683,3.995999999999889,0.01,0.0633041335985683,3.995999999999889,0.0013333333333331865,0.005322666666666809,0.012660577838583667,0.0039999999999997815,0.007983999999999353,3.9959999999992224
5,dephase,0.03,0.006,0.0005980086478525,5.8401656895164754e-05,0.0238560000000009,0.1137230675228918,4.440892098500626e-15,1.28074822988544e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.190646113847312,3.995999999999889,0.03,0.190646113847312,3.995999999999889,0.004000000000000115,0.015904000000000473,0.03752808392866844,0.012000000000000233,0.02385600000000082,3.9959999999992224
5,dephase,0.05,0.01,0.0005259852055042,5.1371263100327474e-05,0.0395999999999999,0.1829271931124528,0.0,1.5108934048201682e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.3189782430609024,3.995999999999889,0.05,0.3189782430609024,3.995999999999889,0.00666666666666671,0.026400000000000534,0.06179880208750725,0.020000000000000018,0.039599999999999816,3.9959999999992224
5,dephase,0.1,0.02,0.0003799407155118,3.711355141406153e-05,0.0783999999999995,0.3351673640084969,0.0,1.8230368745713406e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.6442361002469161,3.995999999999889,0.1,0.6442361002469161,3.995999999999889,0.013333333333333308,0.052266666666666795,0.119927624056857,0.039999999999999813,0.07839999999999928,3.9959999999992224
5,dephase,0.2,0.04,0.0001943606662907,1.89910242407274e-05,0.1536000000000007,0.5656115457763693,0.0,1.9725800516230122e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,1.314535791326688,3.995999999999889,0.2,1.314535791326688,3.995999999999889,0.026666666666666727,0.10240000000000071,0.22576529598659362,0.08000000000000007,0.15360000000000062,3.9959999999992224
5,dephase,0.3,0.06,9.66747166041442e-05,9.447983740580598e-06,0.2256000000000005,0.721499023990599,0.0,1.891273464611044e-16,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,2.01289942292468,3.995999999999889,0.3,2.01289942292468,3.995999999999889,0.040000000000000036,0.15040000000000042,0.3186623841721511,0.1200000000000001,0.22560000000000052,3.9959999999992224
5,x_err,0.01,0.002,0.0006167876113425,6.022945117932633e-05,0.0158746651850487,0.0763377095344389,0.0760121089407944,0.0078683162728308,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.159726592309862,7.973049945035338,0.01,0.159726592309862,7.973049945035338,0.0013333333333331865,0.005322666666666809,0.031481778756900156,0.0039999999999997815,0.015873133180046753,7.97106191507535
5,x_err,0.03,0.006,0.0004488725725756,4.383244019775583e-05,0.0468829180754548,0.2091405666622804,0.2066225123113404,0.0229530039561269,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.4775122842494959,7.973049945035338,0.03,0.4775122842494959,7.973049945035338,0.004000000000000115,0.015904000000000695,0.09143553274773922,0.012000000000000233,0.04686945747995916,7.97106191507535
5,x_err,0.05,0.01,0.0003274175084974,3.197224445920154e-05,0.0769269610829482,0.3195375615582838,0.3135250600091481,0.037196377329585,3,1,50,5,8,1,42,0.000723609099663,0.000723609099663,0.7930151880882793,7.973049945035338,0.05,0.7930151880882793,7.973049945035338,0.00666666666666671,0.026400000000000534,0.14758871148955904,0.020000000000000018,0.07689045978609778,7.97106191507535
